Mod:Item:MetaData, Localized Name
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_mekanism_oreblock_1:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_mekanism_oreblock_1:7, Chert Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:0, Red Granite Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:1, Black Granite Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:2, Rhyolite Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:3, Andesite Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:4, Gabbro Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:5, Basalt Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:6, Komatiite Nickel Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_4:7, Dacite Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:0, Gneiss Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:1, Eclogite Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:2, Marble Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:3, Quartzite Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:4, Blue Schist Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:5, Green Schist Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:6, Soapstone Nickel Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_4:7, Migmatite Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:0, Limestone Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:1, Chalk Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:2, Shale Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:3, Siltstone Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:4, Lignite Block Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:5, Dolomite Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:6, Greywacke Nickel Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_4:7, Chert Nickel Ore
undergroundbiomes:igneous_stone_emerald_ore:0, Red Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:1, Black Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:2, Rhyolite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:3, Andesite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:4, Gabbro Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:5, Basalt Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:6, Komatiite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:7, Dacite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:0, Gneiss Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:1, Eclogite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:2, Marble Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:3, Quartzite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:4, Blue Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:5, Green Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:6, Soapstone Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:7, Migmatite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:0, Limestone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:1, Chalk Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:2, Shale Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:3, Siltstone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:4, Lignite Block Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:5, Dolomite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:6, Greywacke Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:7, Chert Emerald Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:7, Chert Silver Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:0, Red Granite Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:1, Black Granite Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:2, Rhyolite Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:3, Andesite Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:4, Gabbro Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:5, Basalt Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:6, Komatiite Heart Crystal Ore
undergroundbiomes:igneous_stone_scalinghealth_crystalore:7, Dacite Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:0, Gneiss Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:1, Eclogite Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:2, Marble Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:3, Quartzite Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:4, Blue Schist Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:5, Green Schist Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:6, Soapstone Heart Crystal Ore
undergroundbiomes:metamorphic_stone_scalinghealth_crystalore:7, Migmatite Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:0, Limestone Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:1, Chalk Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:2, Shale Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:3, Siltstone Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:4, Lignite Block Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:5, Dolomite Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:6, Greywacke Heart Crystal Ore
undergroundbiomes:sedimentary_stone_scalinghealth_crystalore:7, Chert Heart Crystal Ore
dimstack:portal, Arcane Barrier
dimstack:dim_pipe, Interdimensional Pipe
dimstack:bedrock:0, Arcane Barrier
dimstack:bedrock:1, Barrier §6Beta
dimstack:bedrock:2, Barrier §eGamma
dimstack:bedrock:3, Barrier §2Delta
dimstack:bedrock:4, Barrier §3Epsilon
dimstack:bedrock:5, Barrier §1Zeta
dimstack:bedrock:6, Barrier §5Eta
dimstack:bedrock:7, Barrier §8Theta
dimstack:bedrock:8, Crystalline Bedrock
dimstack:bedrock:9, Rocky Bedrock
dimstack:bedrock:10, Aquatic Bedrock
dimstack:bedrock:11, Frozen Bedrock
dimstack:bedrock:12, Fiery Bedrock
dimstack:bedrock:13, Organic Bedrock
dimstack:bedrock:14, Magical Bedrock
dimstack:bedrock:15, Void Bedrock
betteranimalsplus:wolfhead, §2Direwolf Head
betteranimalsplus:wolfhead_1, Wolf Head
betteranimalsplus:wolfhead_2, Wolf Head
betteranimalsplus:wolfhead_3, Wolf Head
betteranimalsplus:wolfhead_4, Wolf Head
betteranimalsplus:wolfhead_5, Wolf Head
betteranimalsplus:wolfhead_6, Wolf Head
betteranimalsplus:coyotehead, §2Direwolf Head
betteranimalsplus:coyotehead_1, Coyote Head
betteranimalsplus:foxhead, §2Direwolf Head
betteranimalsplus:foxhead_1, Fox Head
betteranimalsplus:foxhead_2, Fox Head
betteranimalsplus:foxhead_3, Fox Head
betteranimalsplus:foxhead_4, Fox Head
betteranimalsplus:boarhead, §2Direwolf Head
betteranimalsplus:boarhead_1, Boar Head
betteranimalsplus:boarhead_2, Boar Head
betteranimalsplus:boarhead_3, Boar Head
betteranimalsplus:boarhead_4, Boar Head
betteranimalsplus:bearhead, §2Direwolf Head
betteranimalsplus:bearhead_1, Bear Head
betteranimalsplus:bearhead_2, Bear Head
betteranimalsplus:bearhead_3, Bear Head
betteranimalsplus:deerhead, §2Direwolf Head
betteranimalsplus:deerhead_1, Deer Head
betteranimalsplus:deerhead_2, Deer Head
betteranimalsplus:deerhead_3, Deer Head
betteranimalsplus:deerhead_4, Deer Head
betteranimalsplus:reindeerhead, §2Direwolf Head
betteranimalsplus:reindeerhead_1, Reindeer Head
betteranimalsplus:reindeerhead_2, Reindeer Head
betteranimalsplus:reindeerhead_3, Reindeer Head
betteranimalsplus:reindeerhead_4, Reindeer Head
betteranimalsplus:moosehead, §2Direwolf Head
betteranimalsplus:moosehead_1, Moose Head
betteranimalsplus:moosehead_2, Moose Head
betteranimalsplus:moosehead_3, Moose Head
betteranimalsplus:moosehead_4, Moose Head
betteranimalsplus:hirschgeistskull, §2Direwolf Head
betteranimalsplus:hirschgeistskull_1, §6Hirschgeist Skull
betteranimalsplus:venisonraw, Raw Venison
betteranimalsplus:venisoncooked, Cooked Venison
betteranimalsplus:hirschgeistskullwearable, §6Hirschgeist Skull Helmet
betteranimalsplus:antler, Antler
betteranimalsplus:blubber, Blubber
betteranimalsplus:goatmilk, Goat Milk
betteranimalsplus:goatcheese, Goat Cheese
betteranimalsplus:pheasantraw, Raw Pheasant
betteranimalsplus:pheasantcooked, Cooked Pheasant
betteranimalsplus:wolf_pelt_snowy, Snowy Wolf Pelt
betteranimalsplus:wolf_pelt_timber, Timber Wolf Pelt
betteranimalsplus:wolf_pelt_black, Black Wolf Pelt
betteranimalsplus:wolf_pelt_arctic, Arctic Wolf Pelt
betteranimalsplus:wolf_pelt_brown, Brown Wolf Pelt
betteranimalsplus:wolf_pelt_red, Red Wolf Pelt
betteranimalsplus:wolf_cape_classic, Wolf Cape (Classic)
betteranimalsplus:wolf_cape_timber, Wolf Cape (Timber)
betteranimalsplus:wolf_cape_black, Wolf Cape (Black)
betteranimalsplus:wolf_cape_arctic, Wolf Cape (Arctic)
betteranimalsplus:wolf_cape_brown, Wolf Cape (Brown)
betteranimalsplus:wolf_cape_red, Wolf Cape (Red)
betteranimalsplus:bear_skin_brown, Brown Bear Skin
betteranimalsplus:bear_skin_black, Black Bear Skin
betteranimalsplus:bear_skin_kermode, Kermode Bear Skin
betteranimalsplus:bear_cape_brown, Bear Cape (Brown)
betteranimalsplus:bear_cape_black, Bear Cape (Black)
betteranimalsplus:bear_cape_kermode, Bear Cape (Kermode)
betteranimalsplus:crab_meat_raw, Raw Crab Meat
betteranimalsplus:crab_meat_cooked, Cooked Crab Meat
betteranimalsplus:record_crab_rave, Music Disc
betteranimalsplus:record_walrus, Music Disc
betteranimalsplus:pheasant_egg, Pheasant Egg
betteranimalsplus:turkey_egg, Turkey Egg
betteranimalsplus:goose_egg, Goose Egg
betteranimalsplus:golden_goose_egg, Golden Goose Egg
betteranimalsplus:turkey_leg_raw, Raw Turkey Leg
betteranimalsplus:turkey_leg_cooked, Cooked Turkey Leg
betteranimalsplus:eel_meat_raw, Raw Eel Meat
betteranimalsplus:eel_meat_cooked, Cooked Eel Meat
betteranimalsplus:fried_egg, Baked Egg
betteranimalsplus:advancement_icon_jellyfish, item.betteranimalsplus.advancement_icon_jellyfish.name
betteranimalsplus:advancement_icon_jellyfish_cross, item.betteranimalsplus.advancement_icon_jellyfish_cross.name
betteranimalsplus:advancement_icon_goat, item.betteranimalsplus.advancement_icon_goat.name
betteranimalsplus:advancement_icon_shark, item.betteranimalsplus.advancement_icon_shark.name
betteranimalsplus:advancement_icon_lamprey, item.betteranimalsplus.advancement_icon_lamprey.name
betteranimalsplus:advancement_icon_squirrel, item.betteranimalsplus.advancement_icon_squirrel.name
betteranimalsplus:advancement_icon_badger, item.betteranimalsplus.advancement_icon_badger.name
betteranimalsplus:advancement_icon_succening, item.betteranimalsplus.advancement_icon_succening.name
betteranimalsplus:trillium, Trillium
betteranimalsplus:handoffate, Hand Of Fate
betteranimalsplus:turkey_raw, Raw Turkey
betteranimalsplus:turkey_cooked, Cooked Turkey
toolprogression:magic_mushroom, Magic™ Mushroom
totemexpansion:totem_head_undying, Totem of Undying Head
totemexpansion:totem_falling, Totem of Ascending
totemexpansion:totem_head_plummeting, Totem of Ascending Head
totemexpansion:totem_lava, Totem of Smouldering
totemexpansion:totem_head_lava, Totem of Smouldering Head
totemexpansion:totem_breathing, Totem of Breathing
totemexpansion:totem_head_breathing, Totem of Breathing Head
totemexpansion:totem_explode, Totem of Defusing
totemexpansion:totem_head_explode, Totem of Defusing Head
totemexpansion:totem_repair, Totem of Repairing
totemexpansion:totem_head_repair, Totem of Repairing Head
totemexpansion:totem_spelunking, Totem of Spelunking
totemexpansion:totem_head_spelunking, Totem of Spelunking Head
totemexpansion:totem_time, Totem of Advancing
totemexpansion:totem_head_time, Totem of Advancing Head
totemexpansion:totem_recalling, Totem of Recalling
totemexpansion:totem_head_recalling, Totem of Recalling Head
totemexpansion:totem_base, Totem Base
aether_legacy:aether_grass, Aether Grass
aether_legacy:enchanted_aether_grass, Enchanted Aether Grass
aether_legacy:aether_dirt, Aether Dirt
aether_legacy:holystone, Holystone
aether_legacy:mossy_holystone, Mossy Holystone
aether_legacy:holystone_brick, Holystone Brick
aether_legacy:aercloud:0, Cold Aercloud
aether_legacy:aercloud:1, Blue Aercloud
aether_legacy:aercloud:2, Golden Aercloud
aether_legacy:quicksoil, Quicksoil
aether_legacy:icestone, Icestone
aether_legacy:ambrosium_ore, Ambrosium Ore
aether_legacy:zanite_ore, Zanite Ore
aether_legacy:gravitite_ore, Gravitite Ore
aether_legacy:aether_leaves:0, Skyroot Leaves
aether_legacy:aether_leaves:1, Golden Oak Leaves
aether_legacy:aether_log:0, Skyroot Log
aether_legacy:aether_log:1, Golden Oak Log
aether_legacy:skyroot_plank, Skyroot Plank
aether_legacy:quicksoil_glass, Quicksoil Glass
aether_legacy:aerogel, Aerogel
aether_legacy:enchanted_gravitite, Enchanted Gravitite
aether_legacy:zanite_block, Zanite Block
aether_legacy:berry_bush, Berry Bush
aether_legacy:berry_bush_stem, Berry Bush Stem
aether_legacy:enchanter, Aetherium Capacitor
aether_legacy:freezer, Freezer
aether_legacy:incubator, Incubator
aether_legacy:dungeon_block:0, Carved Stone
aether_legacy:dungeon_block:1, Sentry Stone
aether_legacy:dungeon_block:2, Angelic Stone
aether_legacy:dungeon_block:3, Light Angelic Stone
aether_legacy:dungeon_block:4, Hellfire Stone
aether_legacy:dungeon_block:5, Light Hellfire Stone
aether_legacy:locked_dungeon_block:0, Carved Stone
aether_legacy:locked_dungeon_block:1, Sentry Stone
aether_legacy:locked_dungeon_block:2, Angelic Stone
aether_legacy:locked_dungeon_block:3, Light Angelic Stone
aether_legacy:locked_dungeon_block:4, Hellfire Stone
aether_legacy:locked_dungeon_block:5, Light Hellfire Stone
aether_legacy:dungeon_trap:0, Carved Stone
aether_legacy:dungeon_trap:1, Sentry Stone
aether_legacy:dungeon_trap:2, Angelic Stone
aether_legacy:dungeon_trap:3, Light Angelic Stone
aether_legacy:dungeon_trap:4, Hellfire Stone
aether_legacy:dungeon_trap:5, Light Hellfire Stone
aether_legacy:aether_portal, Aether Portal
aether_legacy:ambrosium_torch, Ambrosium Torch
aether_legacy:chest_mimic, Chest Mimic
aether_legacy:treasure_chest, Treasure Chest
aether_legacy:purple_flower, Purple Flower
aether_legacy:white_flower, White Flower
aether_legacy:skyroot_sapling, Skyroot Sapling
aether_legacy:golden_oak_sapling, Golden Oak Sapling
aether_legacy:crystal_leaves:0, Crystal Leaves
aether_legacy:crystal_leaves:1, Crystal Fruit Leaves
aether_legacy:holiday_leaves:0, Holiday Leaves
aether_legacy:holiday_leaves:1, Decorated Holiday Leaves
aether_legacy:present, Present
aether_legacy:pillar, Pillar
aether_legacy:pillar_top, Pillar Top
aether_legacy:skyroot_fence, Skyroot Fence
aether_legacy:skyroot_fence_gate, Skyroot Fence Gate
aether_legacy:carved_wall, Carved Wall
aether_legacy:angelic_wall, Angelic Wall
aether_legacy:hellfire_wall, Hellfire Wall
aether_legacy:holystone_wall, Holystone Wall
aether_legacy:holystone_brick_wall, Holystone Brick Wall
aether_legacy:mossy_holystone_wall, Mossy Holystone Wall
aether_legacy:aerogel_wall, Aerogel Wall
aether_legacy:carved_stairs, Carved Stairs
aether_legacy:angelic_stairs, Angelic Stairs
aether_legacy:hellfire_stairs, Hellfire Stairs
aether_legacy:skyroot_stairs, Skyroot Stairs
aether_legacy:mossy_holystone_stairs, Mossy Holystone Stairs
aether_legacy:holystone_stairs, Holystone Stairs
aether_legacy:holystone_brick_stairs, Holystone Brick Stairs
aether_legacy:aerogel_stairs, Aerogel Stairs
aether_legacy:skyroot_double_slab, Skyroot Double Slab
aether_legacy:carved_double_slab, Carved Double Slab
aether_legacy:angelic_double_slab, Angelic Double Slab
aether_legacy:hellfire_double_slab, Hellfire Double Slab
aether_legacy:holystone_double_slab, Holystone Double Slab
aether_legacy:mossy_holystone_double_slab, Mossy Holystone Double Slab
aether_legacy:holystone_brick_double_slab, Holystone Brick Double Slab
aether_legacy:aerogel_double_slab, Aerogel Double Slab
